4500000	7577.568478117035	-91.58022150593881
4499900	7600.812928601977	-91.91469008784271
4499800	7615.092045849252	-91.73614814515011
4499700	7575.011026132502	-91.54938688353559
4499600	7608.2126866473845	-91.677491356917
4499500	7567.480329409577	-92.0172411897947
4499400	7632.9399500144045	-91.66617197899654
4499300	7616.605240552832	-91.8608492879388
4499200	7574.83965786196	-91.76067674839494
4499100	7569.276296378654	-91.418936580481
4499000	7561.906986238848	-91.6059126483907
4498900	7641.717854415678	-91.44742043392775
4498800	7588.049814396828	-91.66415005122262
4498700	7578.569881302363	-91.72055185506035
4498600	7540.711899244462	-91.62670207410325
4498500	7621.290043574565	-91.53434107567078
4498400	7546.371232300863	-91.39534398658584
4498300	7568.611938084143	-91.8676750561477
4498200	7609.574775977386	-91.85464074087439
4498100	7612.008400013929	-91.48840830660345
4498000	7553.793492820842	-91.4721410177004
4497900	7640.912621529071	-91.44014723001754
4497800	7589.1891926192075	-91.18332414961004
4497700	7621.510062381305	-91.69185178184892
4497600	7571.250427201129	-91.59067726943492
4497500	7578.812810882732	-91.31049945291927
4497400	7568.949149550085	-91.82953466995951
4497300	7626.3763963591655	-91.6846377322607
4497200	7563.570866389159	-91.88700961036568
4497100	7574.678151943673	-91.90518470636111
4497000	7624.830985291583	-91.95104939681883
4496900	7546.562864608746	-91.50420815346318
4496800	7583.243471442887	-91.95484874412526
4496700	7561.954890380812	-91.8607585146066
4496600	7527.090008280337	-91.8700265882058
4496500	7571.244873170126	-91.5788969980756
4496400	7576.956393927712	-91.93263955605133
4496300	7561.774023929048	-91.65184169540622
4496200	7572.2337282673525	-91.73265320148666
4496100	7597.625021625257	-91.69475715636246
4496000	7635.35999494757	-91.81166382918606
4495900	7591.90527955485	-91.85421810354434
4495800	7576.6704707458575	-91.51412314744239
4495700	7593.3834367060035	-91.42729319918381
4495600	7562.8364721480775	-91.71160454178607
4495500	7597.262181331305	-91.77845915348817
4495400	7594.76519861112	-91.77752177234854
4495300	7590.51334081383	-91.70195104663406
4495200	7600.065617708778	-91.55437280696053
4495100	7584.468665022486	-91.80973319782092
4495000	7577.176663195421	-91.91964359431462
4494900	7573.145101142433	-91.55729812731181
4494800	7587.381643507797	-91.34075970647591
4494700	7556.306148799309	-91.62883150969074
4494600	7587.983457065285	-91.44759833917816
4494500	7608.522627527972	-91.56148346825984
4494400	7561.436769813251	-91.55914993519258
4494300	7618.658684936552	-92.06843613416102
4494200	7581.395940831968	-91.57829077065722
4494100	7606.8783626045915	-91.44176086331687
4494000	7599.187615268659	-91.66051080020132
4493900	7562.2661583794625	-92.00884552920499
4493800	7594.159079671866	-91.62632190587428
4493700	7649.043904690047	-91.52628075219378
4493600	7566.178253836345	-91.43351140909154
4493500	7586.520694141547	-91.86989517111435
4493400	7564.140808851647	-91.24911216081122
4493300	7564.459062857187	-91.64910413492514
4493200	7628.323821237256	-91.47553777961087
4493100	7598.702325557705	-91.82416382074685
4493000	7640.231509762338	-91.82675289811253
4492900	7599.780164577525	-91.79881168870172
4492800	7600.94663298074	-91.3767944061589
4492700	7615.326502474574	-91.47121202091218
4492600	7611.881882498201	-91.50283582790284
4492500	7607.48693077719	-91.66799212479557
4492400	7669.081536224509	-92.19314258203569
4492300	7602.738349679306	-91.38562059562581
4492200	7585.804193771327	-91.93769431401589
4492100	7577.592785560409	-92.02127173902443
4492000	7623.778768945454	-91.55393121587352
4491900	7596.5583770142775	-92.08327600303076
4491800	7582.036866409147	-91.8125037139461
4491700	7599.638979249023	-91.36653034874311
4491600	7642.3461205016565	-91.61428203984276
4491500	7606.782331802198	-91.36716563753052
4491400	7573.116489415018	-91.51175079036281
4491300	7624.896000843449	-91.47951178235608
4491200	7638.587752608981	-91.98050952683445
4491100	7596.6730033467875	-91.80719127225608
4491000	7579.6346564687665	-91.52329699188937
4490900	7572.507251492037	-91.35852855368664
4490800	7622.817425574	-91.82106698010318
4490700	7625.578878443856	-91.5325671375656
4490600	7611.421781250017	-91.7863149000897
4490500	7615.865057011328	-91.61092161632497
4490400	7594.8458162143315	-91.77131257629289
4490300	7602.850623690187	-92.02670974522556
4490200	7623.981701451122	-91.3754166426488
4490100	7574.457880692345	-91.89699341578846
4490000	7564.965539767115	-91.5381220100038
4489900	7554.322211836436	-91.38801622069707
4489800	7573.140920381686	-91.30740636759289
4489700	7554.027425319844	-91.44682747847932
4489600	7587.6522916118865	-91.69156864715431
4489500	7643.480590535535	-91.91889671577829
4489400	7600.573899291315	-91.92611780414717
4489300	7618.3217066125835	-91.87579145770553
4489200	7542.563522476393	-91.77030187406024
4489100	7657.998203783899	-91.78252533756044
4489000	7590.24213313113	-92.05342373073476
4488900	7584.607085495808	-91.49171926705453
4488800	7631.858628380332	-91.51821569525093
4488700	7557.451512667946	-91.65049202952288
4488600	7598.636427891503	-91.80037962863571
4488500	7672.789167849964	-91.25553921585009
4488400	7588.922407159261	-92.05016042332001
4488300	7613.691059601686	-91.15578686686322
4488200	7563.404789234172	-91.81584697483302
4488100	7685.651466121745	-91.21796069391023
4488000	7656.444468314145	-91.19604725971648
4487900	7589.551583189266	-91.60947620231823
4487800	7613.82127987099	-91.5604675083565
4487700	7623.341238031934	-91.32246835484796
4487600	7650.398064670249	-91.87242076404662
4487500	7633.922846226262	-91.86697729007642
4487400	7610.168340297682	-91.75101556427799
4487300	7632.266751014928	-91.31714591356095
4487200	7580.209133318978	-91.64116155801321
4487100	7511.594125980221	-92.13660947739702
4487000	7552.740550720967	-91.13022431322868
4486900	7610.814740268615	-91.24489699985291
4486800	7652.71312045183	-91.64675850479892
4486700	7621.668008451971	-91.59968777574248
4486600	7652.052637245476	-91.6882294931866
4486500	7597.421230007524	-91.48264786011944
4486400	7619.133972595652	-91.90673288022325
4486300	7620.665525733569	-91.38063523383629
4486200	7598.3661533401955	-91.78987428902893
4486100	7642.591458497199	-91.893575374193
4486000	7588.203715957056	-91.48629697417367
4485900	7589.274378163787	-91.6922765105643
4485800	7621.652893147488	-91.61763911372333
4485700	7645.288837779365	-91.37752714923705
4485600	7605.207936064985	-91.58501159280401
4485500	7601.433854484687	-91.7850141880043
4485400	7588.107174614418	-91.68981960710688
4485300	7649.09073745747	-91.73955466523067
4485200	7595.163485313122	-91.79177407971213
4485100	7617.149056924045	-91.5882462055
4485000	7574.627962275431	-91.59663424561614
4484900	7611.199053415994	-91.5511927455292
4484800	7519.536095230155	-91.58167634620051
4484700	7570.358027997596	-91.93235034669475
4484600	7627.26348677437	-91.24651562621078
4484500	7587.288616212762	-91.46608856129927
4484400	7661.598322288679	-91.45574664979517
4484300	7619.541607756563	-91.57140861371045
4484200	7602.71102664786	-91.42718093820915
4484100	7587.8058042828825	-91.50736071397293
4484000	7613.140502505173	-91.66740823651283
4483900	7571.736330414948	-91.83579283332203
4483800	7608.425702032623	-91.79894492626632
4483700	7608.02835160461	-91.22285378321905
4483600	7610.599262772688	-91.58344457277508
4483500	7598.513658227137	-91.38015240702879
4483400	7545.211954544358	-91.66143665498517
4483300	7627.901968788704	-91.43671755057206
4483200	7659.116069663487	-91.85161248195327
4483100	7632.093164547589	-91.98460981826483
4483000	7603.283476358914	-91.58253879542028
4482900	7582.985621217513	-91.41767402086595
4482800	7596.102351944975	-91.50190090122592
4482700	7635.634449712979	-91.1888922011099
4482600	7629.229315103993	-92.12910358933743
4482500	7533.110330238288	-91.88315900569378
4482400	7607.760595567794	-91.59344972895362
4482300	7615.853107932359	-91.8051454130588
4482200	7598.304476396145	-91.49454494642346
4482100	7649.418092096207	-91.46619314335834
4482000	7623.651823311881	-91.35004602058683
4481900	7538.895738464129	-91.24043607137806
4481800	7675.0923831704595	-91.64305817780419
4481700	7635.7793978667505	-92.02864040999297
4481600	7685.832033548609	-91.38879701967313
4481500	7544.506875318966	-91.47239817200791
4481400	7629.209058906074	-91.54353549776738
4481300	7550.402819476059	-91.6180856336769
4481200	7641.69720293307	-91.29545059868268
4481100	7578.837396213756	-91.67271363802247
4481000	7624.115516393735	-91.60298031661564
4480900	7628.807982871859	-91.80454018407237
4480800	7659.8090642856905	-92.19553957458803
4480700	7614.651626858154	-91.59627934194931
4480600	7598.164349456381	-91.68346435721112
4480500	7591.482852870402	-91.20371548520555
4480400	7645.062139393434	-92.1058340007757
4480300	7623.535964795306	-91.50662981809012
4480200	7678.641867623032	-91.56081074682051
4480100	7655.822419038453	-91.49057821545136
4480000	7709.443231790743	-91.27923798198876
4479900	7617.546953240745	-91.62256939143549
